2.5827226449566284e-05,1.0,-1.778399999999983,0.0,0.0,0.0,0.0,0.0,921.048163794373,0.00010393103125860777,False,80.95404618442238,80.11541362563557,1.9320669629392564,1.9319396972656477,1.931995001522489,1.9319396972656477,1.931995001522489,1.9319396972656477,1.9320669629392564,1.9319396972656477,
2.4551821651112978e-05,1.0,-1.778399999999983,0.0,0.0,0.0,0.0,0.0,921.3819564213265,1.573720668682928e-05,False,80.95732749221297,80.1157949150705,1.9320655826851287,1.9319396972656477,1.9319941616973448,1.9319396972656477,1.9319941616973448,1.9319396972656477,1.9320655826851287,1.9319396972656477,
2.918171617114059e-05,1.0,-1.778399999999983,0.0,0.0,0.0,0.0,0.0,921.3808393581036,0.00012948183134883242,False,80.96063698687693,80.11622004795301,1.9320642065515954,1.9319396972656477,1.9319933280605854,1.9319396972656477,1.9319933280605854,1.9319396972656477,1.9320642065515954,1.9319396972656477,
2.846907100240235e-05,1.0,-1.778399999999983,0.0,0.0,0.0,0.0,0.0,927.1850667580591,7.712984012108457e-05,False,80.96396114657799,80.11664101896395,1.932062840096536,1.9319396972656477,1.9319925039515646,1.9319396972656477,1.9319925039515646,1.9319396972656477,1.932062840096536,1.9319396972656477,
2.237839997491213e-05,1.0,-1.778399999999983,0.0,0.0,0.0,0.0,0.0,921.3697346710027,0.0001585049300332522,False,80.9673253772623,80.11710442328749,1.9320614780261078,1.9319396972656477,1.9319916861416662,1.9319396972656477,1.9319916861416662,1.9319396972656477,1.9320614780261078,1.9319396972656477,
1.8968897192644673e-05,1.0,-1.778399999999983,0.0,0.0,0.0,0.0,0.0,915.1657902504479,4.940706842173347e-05,False,80.97067135945,80.11751106504539,1.932060125774289,1.9319396972656477,1.9319908778642474,1.9319396972656477,1.9319908778642474,1.9319396972656477,1.932060125774289,1.9319396972656477,
2.4423749290523318e-05,1.0,-1.778399999999983,0.0,0.0,0.0,0.0,0.0,915.1458816388063,8.476589372331828e-05,False,80.97393099404559,80.11784947385154,1.932058783349229,1.9319396972656477,1.9319900790692817,1.9319396972656477,1.9319900790692817,1.9319396972656477,1.932058783349229,1.9319396972656477,
2.8417183690946676e-05,1.0,-1.778399999999983,0.0,0.0,0.0,0.0,0.0,915.1192853703762,8.283945172633746e-05,False,80.97719063650341,80.11820392826723,1.9320574456269197,1.9319396972656477,1.9319892866699917,1.9319396972656477,1.9319892866699917,1.9319396972656477,1.9320574456269197,1.9319396972656477,
3.037268879232135e-05,1.0,-1.778399999999983,0.0,0.0,0.0,0.0,0.0,921.0935939034499,2.419099253884627e-06,False,80.98049654417152,80.11855441429431,1.932056122931561,1.9319396972656477,1.931988506733468,1.9319396972656477,1.931988506733468,1.9319396972656477,1.932056122931561,1.9319396972656477,
2.777308407180193e-05,1.0,-1.778399999999983,0.0,0.0,0.0,0.0,0.0,921.205781538892,1.1719817471713437e-06,False,80.98383182633415,80.11896854461973,1.9320548100784078,1.9319396972656477,1.931987736122817,1.9319396972656477,1.931987736122817,1.9319396972656477,1.9320548100784078,1.9319396972656477,
